Cust_ID,Gender,Device,First_timer,Channel ,Day,Min_spent,Clicks,Annual_inc,Country,Age,Purchased,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
M#57307H,female,Other,1,Referral,MON,5,20,10000,UK,20,1,0,0,0,0
A#94429H,female,Mobile,0,Google search,THU,2,19,100000,Japan,33,0,0,0,0,0
F#44117C,male,Tablet,0,Other,FRI,9,19,76000,Russia,64,0,0,0,0,0
N#67355O,female,Mobile,1,Affiliate link,SUN,10,23,76000,Russia,68,1,0,0,0,0
K#35534Q,male,Other,0,Email ,TUE,3,22,40000,Canada,18,1,0,0,0,0
V#18970Y,male,Other,1,Affiliate link,SAT,2,19,76000,Japan,60,0,0,0,0,0
I#25281G,male,Tablet,0,Youtube channel,THU,13,18,100000,Russia,45,1,0,0,0,0
O#46926G,male,Other,0,Affiliate link,MON,3,19,35000,China,28,1,0,0,0,0
N#17928X,female,Mobile,0,Youtube channel,THU,3,13,25000,Russia,48,1,0,0,0,0
G#67634I,male,Tablet,0,Google search,FRI,9,20,76000,USA,45,1,0,0,0,0
Z#80141O,male,Mobile,1,Email ,MON,9,22,10000,Japan,40,1,0,0,0,0
B#52350A,male,Tablet,1,Social media ads,SUN,5,23,35000,USA,48,0,0,0,0,0
L#41361J,female,Other,0,Youtube channel,SUN,12,20,10000,Russia,38,1,0,0,0,0
Z#43084R,male,Other,0,Affiliate link,MON,13,21,10000,Malaysia,53,0,0,0,0,0
C#28988K,male,Tablet,0,Email ,SUN,2,24,76000,Ireland,40,1,0,0,0,0
F#57491B,female,Mobile,1,Other,SUN,11,19,35000,Ireland,54,1,0,0,0,0
V#28663G,male,PC,0,Website,TUE,15,23,40000,Russia,63,1,0,0,0,0
W#29886T,female,Tablet,1,Referral,MON,13,16,40000,China,64,1,0,0,0,0
T#51751M,male,Other,1,Email ,THU,13,21,76000,USA,68,1,0,0,0,0
J#93246K,female,PC,1,Youtube channel,WED,10,21,35000,Ireland,50,1,0,0,0,0
O#45494G,female,Mobile,1,Website,SUN,3,20,40000,USA,37,1,0,0,0,0
Q#57604N,female,PC,1,Other,THU,4,17,25000,India,27,1,0,0,0,0
G#30778A,female,Mobile,0,Other,WED,9,16,25000,China,22,0,0,0,0,0
U#90022K,female,Other,1,Social media ads,THU,9,20,40000,Malaysia,62,1,0,0,0,0
U#22324T,male,Tablet,1,Youtube channel,TUE,9,25,35000,Mexico,56,1,0,0,0,0
F#28497C,male,PC,0,Other,THU,2,24,100000,Ireland,64,0,0,0,0,0
B#46105K,male,PC,0,Website,WED,10,25,58000,Japan,54,1,0,0,0,0
J#87019M,female,Mobile,0,Affiliate link,FRI,11,13,10000,India,56,0,0,0,0,0
G#91927C,male,Other,1,Google search,SUN,15,13,40000,Russia,48,1,0,0,0,0
B#63485D,male,PC,1,Affiliate link,TUE,4,15,40000,Malaysia,64,1,0,0,0,0
Z#78645P,female,PC,1,Email ,SUN,11,20,40000,China,21,0,0,0,0,0
D#58896W,female,Mobile,0,Youtube channel,SAT,13,24,25000,Russia,30,0,0,0,0,0
B#57609N,female,Mobile,1,Other,TUE,4,23,35000,India,56,0,0,0,0,0
X#35410Y,female,Mobile,0,Social media ads,MON,6,18,58000,Russia,40,1,0,0,0,0
D#85968G,female,PC,0,Other,TUE,9,16,100000,Russia,42,1,0,0,0,0
Y#79752P,female,Other,1,Referral,TUE,4,19,58000,Canada,25,1,0,0,0,0
O#84552O,male,PC,1,Email ,SAT,5,22,58000,Russia,28,0,0,0,0,0
E#19666O,female,Other,1,Other,WED,2,16,35000,UK,63,1,0,0,0,0
E#19475G,male,Mobile,0,Social media ads,WED,5,27,35000,Malaysia,61,1,0,0,0,0
Z#94843C,female,Tablet,0,Social media ads,SAT,14,13,76000,Russia,25,0,0,0,0,0
V#39246K,male,Tablet,1,Youtube channel,FRI,15,17,100000,Malaysia,70,0,0,0,0,0
E#26596U,female,Tablet,1,Website,FRI,13,26,35000,India,28,0,0,0,0,0
K#76300E,female,Other,0,Social media ads,TUE,15,22,58000,India,42,1,0,0,0,0
G#45045X,female,PC,0,Affiliate link,SAT,3,25,40000,Russia,39,0,0,0,0,0
B#82401C,female,Mobile,1,Affiliate link,TUE,3,13,40000,Mexico,23,0,0,0,0,0
F#80135U,male,PC,0,Youtube channel,MON,15,25,100000,Mexico,68,0,0,0,0,0
P#13952R,male,PC,1,Affiliate link,TUE,13,20,25000,Canada,28,0,0,0,0,0
Q#90530I,male,Tablet,1,Other,MON,13,22,10000,Mexico,34,0,0,0,0,0
M#58686O,female,Other,1,Website,FRI,5,24,40000,China,43,1,0,0,0,0
K#38290G,female,Mobile,0,Email ,MON,13,27,58000,Russia,22,0,0,0,0,0
E#78782L,female,Tablet,1,Other,SUN,11,25,100000,India,46,1,0,0,0,0
A#56033U,male,Mobile,0,Social media ads,WED,13,20,76000,India,27,0,0,0,0,0
Z#19213O,female,PC,1,Email ,FRI,11,27,35000,Mexico,34,1,0,0,0,0
C#74220R,male,Other,1,Affiliate link,SAT,14,18,76000,USA,31,0,0,0,0,0
M#53456G,male,PC,1,Website,SUN,7,23,10000,Malaysia,31,1,0,0,0,0
I#21310D,male,Tablet,0,Referral,FRI,8,27,10000,Ireland,25,1,0,0,0,0
J#69786W,male,Other,0,Other,THU,4,27,76000,Japan,30,1,0,0,0,0
Q#22097H,male,Mobile,1,Referral,SAT,10,18,35000,China,52,1,0,0,0,0
D#40309N,male,Tablet,1,Affiliate link,SAT,14,14,35000,UK,45,1,0,0,0,0
L#94385L,male,Tablet,1,Social media ads,THU,11,19,10000,Mexico,69,1,0,0,0,0
O#37801O,female,Other,1,Referral,MON,9,15,100000,USA,64,1,0,0,0,0
L#27348F,male,Tablet,1,Google search,TUE,5,23,10000,Canada,59,1,0,0,0,0
P#41088Q,male,Other,1,Youtube channel,WED,2,26,40000,USA,16,0,0,0,0,0
W#13457C,female,Mobile,1,Other,SAT,5,18,10000,Ireland,30,1,0,0,0,0
M#27188F,female,Other,1,Other,SUN,15,20,40000,UK,25,0,0,0,0,0
L#29403E,male,Tablet,1,Youtube channel,MON,15,24,40000,UK,66,0,0,0,0,0
G#29189T,female,Other,0,Google search,TUE,15,13,35000,Ireland,22,0,0,0,0,0
C#16545F,female,Other,1,Website,WED,12,18,58000,UK,62,1,0,0,0,0
Q#68545Y,female,PC,1,Youtube channel,MON,9,19,76000,China,59,0,0,0,0,0
S#30171T,female,PC,0,Other,MON,12,19,25000,India,54,1,0,0,0,0
I#68823J,female,Other,1,Affiliate link,THU,13,13,76000,China,30,0,0,0,0,0
E#26254Q,male,PC,0,Social media ads,FRI,5,21,10000,UK,45,0,0,0,0,0
M#42273S,male,Mobile,1,Youtube channel,WED,15,24,25000,UK,27,0,0,0,0,0
H#64251U,male,Tablet,0,Other,SUN,7,20,76000,Mexico,67,0,0,0,0,0
B#72137M,female,Tablet,1,Google search,FRI,9,27,40000,Mexico,49,1,0,0,0,0
G#99879E,male,Tablet,0,Other,TUE,2,14,100000,Japan,39,1,0,0,0,0
C#81821O,male,Mobile,0,Google search,MON,2,20,10000,Russia,34,0,0,0,0,0
M#48930A,female,Tablet,0,Email ,SUN,2,23,25000,USA,23,1,0,0,0,0
K#64852G,male,Tablet,0,Website,FRI,7,14,40000,Ireland,40,0,0,0,0,0
A#86838L,male,Tablet,1,Youtube channel,THU,15,25,76000,Canada,54,0,0,0,0,0
J#74585A,male,PC,0,Referral,TUE,14,25,76000,Canada,30,0,0,0,0,0
F#37406E,male,Mobile,1,Email ,FRI,4,15,10000,Ireland,17,1,0,0,0,0
L#77047L,male,Mobile,1,Website,SUN,7,18,76000,Mexico,26,0,0,0,0,0
C#70342M,female,PC,1,Email ,SAT,8,13,76000,Japan,49,1,0,0,0,0
F#90073S,male,PC,0,Other,FRI,9,22,100000,Russia,31,1,0,0,0,0
W#90138M,female,PC,1,Affiliate link,TUE,9,26,100000,Mexico,17,1,0,0,0,0
W#81935B,male,PC,0,Email ,WED,14,21,40000,Russia,66,0,0,0,0,0
D#79811R,male,PC,1,Google search,SUN,4,14,76000,Mexico,55,0,0,0,0,0
N#29913G,female,Tablet,1,Website,FRI,8,22,25000,China,16,1,0,0,0,0
T#41180B,female,Mobile,0,Affiliate link,FRI,4,13,58000,Canada,54,1,0,0,0,0
L#87638H,female,PC,1,Social media ads,SAT,7,14,25000,Ireland,19,1,0,0,0,0
H#64587B,female,Mobile,1,Youtube channel,SAT,10,20,35000,India,55,0,0,0,0,0
Q#87859A,female,PC,1,Other,WED,2,18,76000,UK,19,1,0,0,0,0
U#83858V,female,PC,1,Social media ads,WED,6,17,100000,Russia,69,1,0,0,0,0
D#13307E,male,PC,0,Other,THU,3,15,58000,Japan,40,1,0,0,0,0
U#80762K,female,Tablet,0,Website,THU,5,14,76000,Ireland,56,0,0,0,0,0
X#90274U,female,Other,1,Referral,TUE,13,14,25000,China,65,1,0,0,0,0
R#16417R,female,Tablet,1,Youtube channel,WED,12,22,58000,UK,48,0,0,0,0,0
O#49132P,male,Tablet,0,Youtube channel,THU,14,24,35000,Ireland,36,0,0,0,0,0
U#92015U,male,Other,0,Google search,FRI,8,19,100000,USA,61,1,0,0,0,0
F#72390C,male,Mobile,0,Social media ads,MON,4,18,58000,Japan,16,1,0,0,0,0
H#36202U,male,PC,1,Referral,MON,12,19,40000,Russia,61,1,0,0,0,0
E#66478V,male,Other,1,Google search,SUN,6,18,40000,Malaysia,27,1,0,0,0,0
T#50188M,male,Mobile,1,Email ,TUE,2,23,76000,Malaysia,70,1,0,0,0,0
Q#83937A,female,PC,0,Social media ads,THU,13,13,100000,UK,22,0,0,0,0,0
C#62981I,female,Other,1,Social media ads,TUE,13,16,40000,Malaysia,68,1,0,0,0,0
T#87955B,male,Mobile,0,Email ,SAT,8,25,25000,Ireland,44,1,0,0,0,0
J#15553J,female,Mobile,1,Affiliate link,SUN,12,19,10000,China,52,1,0,0,0,0
F#17453I,female,Other,1,Email ,MON,6,23,10000,Mexico,25,0,0,0,0,0
P#59660M,female,Mobile,0,Email ,WED,2,16,35000,Russia,34,1,0,0,0,0
H#44237T,female,Other,0,Other,SUN,11,14,10000,India,54,1,0,0,0,0
J#89780E,male,Mobile,1,Other,TUE,7,19,10000,China,24,0,0,0,0,0
U#43903U,male,Mobile,0,Affiliate link,FRI,14,16,40000,Russia,32,0,0,0,0,0
O#31323A,female,Mobile,1,Email ,THU,14,16,25000,Russia,60,0,0,0,0,0
I#58952R,female,Mobile,0,Website,MON,7,15,100000,India,42,1,0,0,0,0
H#98983W,female,Tablet,1,Affiliate link,TUE,2,19,76000,China,51,0,0,0,0,0
W#40233N,female,Tablet,0,Other,FRI,6,15,10000,USA,65,0,0,0,0,0
P#60990B,male,PC,1,Website,WED,5,16,100000,Mexico,43,0,0,0,0,0
Q#80659K,male,Other,0,Affiliate link,SAT,12,25,10000,China,66,0,0,0,0,0
I#10004U,female,Mobile,1,Google search,THU,11,23,25000,UK,69,1,0,0,0,0
E#58646C,female,Other,1,Social media ads,SUN,3,27,58000,China,28,1,0,0,0,0
V#58574X,female,PC,1,Other,SUN,11,23,25000,Japan,42,0,0,0,0,0
M#96354H,female,Mobile,0,Other,WED,8,21,10000,Malaysia,19,1,0,0,0,0
D#77281I,female,Mobile,1,Referral,THU,4,18,76000,China,51,0,0,0,0,0
V#71580Y,female,Tablet,0,Email ,THU,12,24,76000,Mexico,51,0,0,0,0,0
Y#95012X,male,Mobile,1,Social media ads,SUN,3,21,58000,Malaysia,65,0,0,0,0,0
W#14258N,male,Tablet,1,Youtube channel,SAT,4,25,76000,USA,31,0,0,0,0,0
A#65466B,female,Mobile,0,Youtube channel,SAT,6,24,76000,China,63,0,0,0,0,0
F#83866T,male,PC,0,Referral,TUE,3,17,58000,UK,27,0,0,0,0,0
N#49858D,female,Tablet,1,Social media ads,MON,15,22,100000,China,23,1,0,0,0,0
L#94322V,female,PC,1,Affiliate link,FRI,10,17,58000,Ireland,30,1,0,0,0,0
N#27222M,male,Mobile,1,Google search,SAT,14,14,10000,Ireland,29,1,0,0,0,0
U#29499Y,male,Tablet,0,Website,WED,13,17,25000,India,69,1,0,0,0,0
K#55528X,female,Other,1,Google search,WED,3,13,35000,Mexico,42,0,0,0,0,0
Q#33625Y,female,PC,0,Email ,THU,9,23,58000,UK,63,1,0,0,0,0
F#48794V,male,Other,0,Affiliate link,THU,15,15,40000,Mexico,32,1,0,0,0,0
G#53023M,male,Mobile,0,Youtube channel,SUN,11,20,58000,Malaysia,50,1,0,0,0,0
S#29741F,female,Tablet,0,Website,TUE,4,22,10000,USA,16,0,0,0,0,0
Y#53253K,female,PC,1,Youtube channel,SAT,7,13,58000,India,34,1,0,0,0,0
T#27021W,female,Other,1,Email ,FRI,6,25,76000,UK,22,1,0,0,0,0
N#92818U,female,Other,1,Other,SUN,15,23,25000,Canada,17,0,0,0,0,0
K#92210T,female,Mobile,0,Referral,WED,14,27,25000,Japan,56,1,0,0,0,0
N#51358X,male,Tablet,1,Email ,SAT,13,23,10000,Ireland,24,1,0,0,0,0
U#76689F,male,PC,0,Youtube channel,SAT,2,26,76000,China,50,0,0,0,0,0
E#19802D,female,Mobile,0,Youtube channel,WED,14,15,40000,UK,23,0,0,0,0,0
W#40798H,male,Mobile,1,Email ,FRI,13,20,10000,India,68,0,0,0,0,0
F#73711Q,male,Tablet,1,Youtube channel,THU,13,15,58000,USA,52,1,0,0,0,0
Y#41206H,female,Other,0,Website,WED,11,14,58000,China,34,0,0,0,0,0
J#38368U,female,Other,0,Social media ads,MON,8,20,35000,India,31,1,0,0,0,0
Z#43913L,female,Other,0,Social media ads,FRI,14,15,76000,India,52,0,0,0,0,0
J#18246K,female,Mobile,1,Affiliate link,WED,5,14,10000,Malaysia,44,0,0,0,0,0
P#44049T,female,Tablet,1,Affiliate link,SUN,9,14,76000,Japan,44,1,0,0,0,0
W#23635A,male,Tablet,0,Social media ads,FRI,15,20,10000,Russia,60,1,0,0,0,0
T#50374O,female,Mobile,1,Other,FRI,10,24,100000,Mexico,64,0,0,0,0,0
H#97342L,male,PC,0,Google search,SAT,14,19,40000,UK,36,1,0,0,0,0
Q#92345H,female,Other,1,Google search,WED,5,26,40000,Mexico,37,1,0,0,0,0
U#43670H,female,Tablet,1,Affiliate link,MON,14,23,76000,Japan,64,0,0,0,0,0
H#88790O,male,Mobile,0,Referral,SAT,7,14,35000,Ireland,24,0,0,0,0,0
X#88770I,male,Other,1,Website,SAT,12,25,25000,Japan,40,1,0,0,0,0
E#89202B,female,PC,0,Other,TUE,12,15,40000,Ireland,34,1,0,0,0,0
X#54784M,male,Mobile,1,Website,MON,12,24,10000,Malaysia,50,0,0,0,0,0
B#61240M,female,Mobile,0,Referral,FRI,3,26,58000,Russia,65,1,0,0,0,0
J#16212F,male,Other,0,Google search,SAT,9,27,100000,USA,50,1,0,0,0,0
N#86011F,female,Mobile,1,Social media ads,THU,8,20,58000,USA,47,1,0,0,0,0
B#87067L,female,PC,0,Social media ads,SUN,6,13,35000,China,32,0,0,0,0,0
A#35554L,male,Other,1,Other,SAT,9,25,100000,China,33,0,0,0,0,0
K#89614N,female,PC,0,Email ,SUN,6,17,100000,Mexico,62,0,0,0,0,0
K#55604E,male,Tablet,0,Affiliate link,FRI,15,17,100000,Canada,50,1,0,0,0,0
X#93233Y,female,PC,0,Website,TUE,14,19,35000,Russia,63,1,0,0,0,0
I#11510I,female,Tablet,0,Other,THU,9,19,10000,Mexico,55,1,0,0,0,0
V#37537U,female,Mobile,1,Affiliate link,TUE,2,15,58000,Mexico,41,1,0,0,0,0
V#23733X,male,Other,0,Youtube channel,MON,9,22,25000,India,50,0,0,0,0,0
L#78322A,male,Other,1,Other,WED,12,22,100000,India,43,1,0,0,0,0
G#17709F,male,Mobile,0,Google search,TUE,10,18,10000,Ireland,30,1,0,0,0,0
V#31171H,male,Mobile,1,Email ,WED,4,25,25000,India,62,0,0,0,0,0
X#35472W,female,Other,0,Youtube channel,SUN,12,17,40000,Japan,21,1,0,0,0,0
O#48687T,female,Tablet,1,Affiliate link,SUN,15,23,35000,USA,60,1,0,0,0,0
M#51951M,female,Other,1,Website,TUE,9,18,76000,USA,57,1,0,0,0,0
T#19304P,male,Mobile,1,Other,FRI,10,26,40000,Russia,66,1,0,0,0,0
G#15373D,female,Mobile,0,Referral,FRI,2,16,40000,India,58,0,0,0,0,0
S#66030N,female,Tablet,1,Google search,SUN,4,13,58000,USA,52,0,0,0,0,0
X#81169X,female,PC,0,Website,WED,4,13,100000,USA,23,1,0,0,0,0
K#64001S,female,Mobile,0,Google search,FRI,6,27,35000,UK,29,0,0,0,0,0
A#69590N,female,PC,1,Referral,WED,10,24,10000,China,24,0,0,0,0,0
V#16401Y,male,Tablet,1,Other,FRI,13,27,76000,Canada,39,0,0,0,0,0
O#98338C,female,Mobile,1,Website,THU,8,27,76000,USA,31,0,0,0,0,0
Q#86094M,female,PC,1,Affiliate link,MON,3,21,25000,Mexico,41,0,0,0,0,0
A#45529Y,female,Tablet,1,Youtube channel,SUN,3,17,76000,China,35,0,0,0,0,0
B#47724L,female,Mobile,1,Other,WED,11,15,40000,Malaysia,57,1,0,0,0,0
Z#77922J,male,Mobile,0,Website,SAT,7,26,76000,India,20,0,0,0,0,0
O#28477A,male,Mobile,1,Other,FRI,11,25,76000,Russia,65,0,0,0,0,0
C#89578W,male,Other,1,Email ,THU,14,26,100000,India,36,0,0,0,0,0
N#33341K,female,Mobile,0,Social media ads,MON,6,23,40000,USA,38,1,0,0,0,0
R#36048F,male,Other,0,Affiliate link,WED,3,19,76000,USA,33,0,0,0,0,0
J#20181V,male,Tablet,1,Email ,FRI,3,21,40000,China,37,1,0,0,0,0
L#14004A,female,Tablet,0,Referral,FRI,10,23,40000,Ireland,48,0,0,0,0,0
E#52834W,male,Tablet,0,Email ,TUE,8,25,35000,China,58,0,0,0,0,0
O#58799Q,male,PC,0,Affiliate link,WED,5,15,10000,India,44,1,0,0,0,0
X#33765I,male,Tablet,1,Social media ads,FRI,7,16,58000,USA,58,1,0,0,0,0
Y#20926M,male,PC,1,Website,MON,7,18,58000,Japan,60,0,0,0,0,0
P#53899E,male,Other,0,Social media ads,FRI,3,16,58000,Canada,53,0,0,0,0,0
T#27983C,female,Tablet,0,Referral,SAT,8,19,10000,USA,55,0,0,0,0,0
U#11075L,female,Other,0,Affiliate link,MON,7,24,35000,Ireland,37,1,0,0,0,0
G#90687G,male,Tablet,0,Google search,TUE,15,16,76000,India,60,1,0,0,0,0
G#63397N,male,Tablet,1,Social media ads,TUE,8,15,40000,Mexico,39,1,0,0,0,0
Z#13893N,female,PC,0,Email ,SAT,7,18,25000,India,53,1,0,0,0,0
F#22053C,male,PC,1,Referral,TUE,14,22,76000,USA,36,0,0,0,0,0
Q#59827Q,male,PC,0,Email ,SUN,6,16,100000,UK,17,1,0,0,0,0
F#74696L,female,Tablet,1,Referral,TUE,15,19,40000,Malaysia,27,1,0,0,0,0
G#35616B,male,PC,0,Other,MON,12,20,10000,Malaysia,57,1,0,0,0,0
M#80366K,female,Mobile,0,Email ,SAT,15,27,76000,Ireland,22,1,0,0,0,0
G#99028M,male,PC,1,Affiliate link,MON,11,23,58000,India,63,1,0,0,0,0
N#85037C,female,Other,1,Youtube channel,TUE,7,17,100000,Japan,69,0,0,0,0,0
S#18679A,male,Tablet,1,Referral,FRI,10,20,40000,China,46,1,0,0,0,0
B#69401N,male,Other,1,Google search,THU,12,18,58000,Canada,43,1,0,0,0,0
J#65139C,female,Tablet,0,Social media ads,FRI,12,21,58000,UK,38,0,0,0,0,0
D#28250R,male,Other,1,Social media ads,SUN,12,26,40000,Mexico,30,0,0,0,0,0
S#83035W,male,Mobile,0,Email ,FRI,10,15,35000,Mexico,57,1,0,0,0,0
F#93228O,male,PC,1,Youtube channel,FRI,13,21,25000,Canada,22,0,0,0,0,0
H#14758G,female,PC,1,Referral,THU,7,26,100000,China,21,0,0,0,0,0
B#24957T,female,Tablet,0,Social media ads,SAT,4,23,35000,UK,65,1,0,0,0,0
J#41400W,male,Mobile,1,Youtube channel,MON,12,21,35000,Canada,50,0,0,0,0,0
Q#47485T,male,Mobile,1,Referral,FRI,12,23,40000,Canada,33,0,0,0,0,0
D#32987G,female,Other,0,Email ,TUE,7,19,58000,Canada,61,0,0,0,0,0
Q#85541D,male,Tablet,1,Website,THU,13,18,25000,Russia,33,1,0,0,0,0
B#79813M,female,Tablet,1,Google search,TUE,15,16,100000,India,57,0,0,0,0,0
A#59280B,male,Mobile,1,Social media ads,SUN,15,25,35000,Malaysia,49,1,0,0,0,0
B#83137V,male,Other,0,Referral,SUN,5,27,100000,UK,35,1,0,0,0,0
N#13124C,female,Mobile,1,Google search,SUN,13,14,40000,Japan,25,1,0,0,0,0
X#91780J,female,Other,1,Social media ads,MON,6,18,40000,USA,68,0,0,0,0,0
W#93369D,female,Other,1,Social media ads,FRI,13,16,25000,China,60,1,0,0,0,0
K#81188G,female,Tablet,1,Website,TUE,3,15,35000,Canada,25,0,0,0,0,0
E#19493P,female,PC,0,Affiliate link,THU,12,15,58000,Mexico,36,1,0,0,0,0
O#70889F,male,Mobile,0,Affiliate link,TUE,4,25,58000,USA,63,0,0,0,0,0
Q#70432P,female,Other,0,Email ,MON,10,25,25000,Japan,51,0,0,0,0,0
Z#22037K,male,Tablet,0,Affiliate link,THU,15,23,40000,Russia,43,1,0,0,0,0
W#86402S,male,Other,1,Affiliate link,FRI,14,26,35000,Mexico,29,1,0,0,0,0
I#12835F,male,Tablet,1,Affiliate link,WED,3,17,76000,Canada,42,0,0,0,0,0
J#48377F,male,PC,0,Other,WED,4,27,35000,Japan,65,0,0,0,0,0
H#76338H,female,Other,0,Other,SAT,15,27,10000,USA,17,1,0,0,0,0
F#92757C,female,Other,1,Google search,THU,3,18,58000,UK,45,1,0,0,0,0
Z#11238X,female,Mobile,1,Other,FRI,3,13,10000,Japan,65,0,0,0,0,0
H#84801J,male,Tablet,1,Youtube channel,MON,3,21,10000,Russia,40,1,0,0,0,0
M#25909U,female,PC,1,Affiliate link,TUE,13,14,40000,USA,20,1,0,0,0,0
I#24796H,female,Mobile,0,Email ,MON,6,21,40000,Ireland,30,0,0,0,0,0
N#38636U,female,PC,0,Google search,SUN,2,25,100000,Japan,27,1,0,0,0,0
R#55553U,female,PC,0,Google search,TUE,4,18,40000,Japan,63,1,0,0,0,0
J#53642R,female,Tablet,0,Other,SUN,15,25,40000,India,34,1,0,0,0,0
X#18121J,male,Tablet,0,Social media ads,FRI,8,17,25000,Russia,34,1,0,0,0,0
C#65225I,male,PC,0,Website,SAT,12,27,35000,Canada,58,0,0,0,0,0
G#49057C,male,Other,1,Website,FRI,4,13,40000,Russia,26,0,0,0,0,0
K#40572U,male,Tablet,1,Other,SUN,10,20,40000,Malaysia,51,1,0,0,0,0
Q#11032R,male,Other,1,Affiliate link,FRI,11,18,58000,China,37,0,0,0,0,0
U#28985C,male,Mobile,1,Affiliate link,SAT,12,13,10000,Canada,58,1,0,0,0,0
J#30894B,male,Tablet,1,Email ,THU,11,24,40000,Ireland,25,1,0,0,0,0
E#42357L,female,Other,1,Affiliate link,SUN,12,20,35000,China,62,0,0,0,0,0
V#80077F,male,Mobile,1,Other,MON,3,16,10000,Malaysia,41,1,0,0,0,0
Q#53954C,female,Mobile,0,Referral,WED,2,15,58000,Malaysia,23,0,0,0,0,0
G#67524D,female,PC,1,Youtube channel,THU,11,18,76000,USA,27,0,0,0,0,0
P#45495S,female,Mobile,0,Affiliate link,WED,15,18,100000,Canada,46,1,0,0,0,0
H#52610K,female,PC,0,Referral,THU,6,27,10000,Canada,54,1,0,0,0,0
L#45406X,male,Mobile,0,Email ,SAT,3,24,35000,Ireland,50,0,0,0,0,0
O#61647B,female,Mobile,0,Email ,MON,10,21,58000,USA,44,0,0,0,0,0
W#33532P,male,PC,0,Social media ads,MON,9,16,10000,Mexico,18,1,0,0,0,0
U#26303T,female,Mobile,1,Other,WED,6,20,10000,Canada,50,0,0,0,0,0
Y#51244I,male,Other,0,Affiliate link,FRI,14,23,100000,USA,60,0,0,0,0,0
Z#44309T,female,Mobile,0,Referral,THU,10,17,58000,USA,44,1,0,0,0,0
D#24457S,female,Tablet,0,Affiliate link,FRI,8,20,10000,USA,44,0,0,0,0,0
J#76026U,male,Other,0,Affiliate link,FRI,13,21,76000,Malaysia,56,0,0,0,0,0
I#41403P,female,Tablet,0,Google search,SAT,14,24,58000,China,48,0,0,0,0,0
Z#87508I,female,Other,0,Affiliate link,MON,7,24,25000,Mexico,19,1,0,0,0,0
P#42602U,female,Tablet,1,Youtube channel,TUE,7,21,10000,Canada,19,1,0,0,0,0
H#45204D,female,Mobile,1,Other,WED,3,13,10000,UK,35,0,0,0,0,0
S#33680E,male,PC,0,Affiliate link,THU,5,22,58000,Malaysia,31,0,0,0,0,0
G#78161D,female,PC,0,Website,SUN,4,23,100000,Mexico,65,0,0,0,0,0
S#39122Y,female,Mobile,1,Referral,SUN,7,23,76000,China,44,0,0,0,0,0
O#17848Q,female,PC,1,Referral,SAT,10,20,76000,Mexico,46,1,0,0,0,0
B#66512L,male,Other,0,Affiliate link,WED,11,16,40000,China,31,1,0,0,0,0
V#42394J,male,Other,1,Youtube channel,TUE,15,22,10000,China,53,0,0,0,0,0
E#74900P,female,Other,0,Website,THU,7,19,40000,China,49,0,0,0,0,0
A#53678U,male,Other,1,Email ,SUN,13,27,10000,Malaysia,21,1,0,0,0,0
T#67395M,female,Other,0,Social media ads,MON,2,18,76000,Mexico,59,1,0,0,0,0
S#41418M,female,PC,1,Email ,FRI,4,24,100000,Mexico,17,0,0,0,0,0
F#44751E,female,Mobile,0,Google search,THU,13,13,10000,USA,40,0,0,0,0,0
G#80583Q,female,Tablet,0,Google search,TUE,11,23,10000,UK,64,1,0,0,0,0
C#75641P,male,PC,1,Email ,MON,15,13,58000,Ireland,30,1,0,0,0,0
U#17271K,male,Other,1,Other,SAT,15,24,10000,Mexico,67,1,0,0,0,0
Q#24392W,female,PC,0,Social media ads,SUN,14,13,76000,Malaysia,52,1,0,0,0,0
Z#76268F,male,Mobile,0,Social media ads,SUN,4,20,40000,Japan,60,0,0,0,0,0
O#23308D,female,PC,0,Email ,FRI,12,18,10000,UK,26,1,0,0,0,0
Z#37428M,male,Mobile,1,Google search,WED,14,18,35000,Ireland,35,0,0,0,0,0
W#59336P,female,PC,0,Other,MON,10,20,58000,India,29,0,0,0,0,0
N#72962N,male,PC,1,Other,WED,10,18,40000,UK,42,1,0,0,0,0
G#97334J,male,Other,0,Affiliate link,THU,11,22,76000,Mexico,51,0,0,0,0,0
I#10825D,male,Tablet,0,Google search,SAT,10,18,10000,Mexico,48,1,0,0,0,0
G#13574K,female,Tablet,1,Affiliate link,FRI,13,17,76000,Ireland,48,1,0,0,0,0
R#12615S,female,Other,0,Youtube channel,MON,10,24,100000,Mexico,70,1,0,0,0,0
L#37818J,female,Tablet,0,Google search,TUE,5,27,58000,Japan,25,1,0,0,0,0
J#70938O,female,Tablet,1,Social media ads,THU,11,25,35000,Russia,24,0,0,0,0,0
P#15985J,female,Other,0,Social media ads,THU,10,14,100000,Canada,47,1,0,0,0,0
W#96656T,male,PC,1,Referral,MON,14,25,25000,USA,56,1,0,0,0,0
X#56897V,female,Other,1,Website,MON,5,18,58000,USA,65,1,0,0,0,0
T#86358T,male,Other,0,Affiliate link,FRI,3,16,76000,Ireland,59,0,0,0,0,0
N#10947U,female,PC,0,Social media ads,SAT,12,19,100000,Ireland,43,1,0,0,0,0
S#62256K,female,Mobile,1,Other,SUN,12,15,76000,Ireland,32,1,0,0,0,0
R#57077O,female,Mobile,1,Email ,THU,4,19,10000,Malaysia,51,1,0,0,0,0
